bus_id,x,y,degree,symbol_type,ss_type,name,cross_prefecture,border_side,bus_type,load_mw,load_mvar,p_gen_mw,q_gen_mvar,v_pu,region
20008,239.24,741.44,1,generator,発電所,(330604),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20009,311.01,442.14,4,substation_or_sw,開閉所,大久保,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20010,430.8,447.48,1,generator,発電所,(330305),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20011,313.5,322.38,2,generator,発電所,(330308),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20012,269.56,268.46,6,substation_or_sw,1次変電所,能代東,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20013,463.62,630.6,2,substation_or_sw,開閉所,(330804),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20014,579.33,601.41,4,generator,発電所,(330805),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20015,548.84,726.36,3,substation_or_sw,開閉所,美入野,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20016,480.96,758.88,2,substation_or_sw,開閉所,沼館,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20017,532.56,692.1,2,substation_or_sw,開閉所,大曲,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20018,543.84,768.0,2,substation_or_sw,開閉所,横手,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20019,549.08,865.36,1,substation_or_sw,開閉所,湯沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20020,538.32,893.52,3,substation_or_sw,1次変電所,横堀,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20021,550.86,848.04,2,substation_or_sw,開閉所,湯沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20022,357.8,799.48,3,generator,発電所,(330608),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20023,242.7,799.32,2,generator,発電所,由利,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20024,426.6,243.72,2,substation_or_sw,開閉所,鷹巣,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20025,536.94,229.86,2,substation_or_sw,開閉所,釈迦内,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20026,143.46,537.0,2,junction,,(330402),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20027,135.96,509.04,1,substation_or_sw,変電所,(330408),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20028,421.86,303.0,2,substation_or_sw,開閉所,米内沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20029,357.66,564.54,2,substation_or_sw,開閉所,手形,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20030,380.64,561.72,1,junction,,手形,True,unknown,PQ,0.0,0.0,0.0,0.0,1.0,03
20031,318.64,396.64,3,substation_or_sw,開閉所,八郎潟,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20032,282.08,248.36,3,substation_or_sw,開閉所,向能代,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20033,378.06,248.1,2,substation_or_sw,開閉所,二ツ井,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20034,223.08,773.4,1,substation_or_sw,開閉所,平沢,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20035,498.16,840.32,3,substation_or_sw,開閉所,羽後,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20036,417.0,605.16,1,junction,,(330506),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20037,417.6,620.76,1,substation_or_sw,開閉所,御所野南河辺,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20038,544.8,195.24,1,substation_or_sw,開閉所,釈迦内,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20039,547.72,274.04,3,substation_or_sw,開閉所,大館,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20040,536.4,728.16,1,substation_or_sw,開閉所,美入野,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20041,451.56,170.4,1,generator,発電所,(330104),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20042,462.96,211.44,1,junction,,岩瀬,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20043,646.68,362.52,1,junction,,(330112),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20044,671.64,371.16,1,generator,発電所,(330110),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20045,476.88,392.4,1,junction,,小又川,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20046,519.84,378.96,1,generator,発電所,(330108),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20047,569.662,475.789,3,generator,発電所,(330802,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20048,607.26,501.12,2,generator,発電所,(330807),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20049,595.08,439.2,1,generator,発電所,(330803),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20050,566.04,504.12,1,generator,発電所,(330809),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20051,578.28,492.72,1,substation_or_sw,開閉所,鎧畑(開),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20052,644.04,491.28,1,generator,発電所,(330808),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20053,609.0,511.44,1,junction,,(330807),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20054,622.2,893.64,1,generator,発電所,(330709),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20055,607.68,904.32,1,substation_or_sw,開閉所,(330709),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20056,654.24,239.6,3,substation_or_sw,1次変電所,毛馬内,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20057,331.14,711.96,2,substation_or_sw,開閉所,岩谷,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20058,256.32,267.48,1,substation_or_sw,1次変電所,能代東,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20059,554.28,739.44,1,substation_or_sw,変電所,美入野,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20060,235.32,772.48,3,generator,発電所,由利,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20061,281.04,351.4,1,generator,発電所,(330302),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20062,217.89,422.61,4,substation_or_sw,開閉所,船越,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20063,258.12,827.22,2,generator,発電所,(330610),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20064,174.36,890.04,1,junction,,(330612),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20065,355.8,855.68,3,generator,発電所,(330617,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20066,469.86,813.36,2,substation_or_sw,開閉所,西馬音内,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20067,607.68,932.52,1,generator,発電所,(330707),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20068,627.18,917.1,2,generator,発電所,(330706),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20069,248.04,194.94,2,substation_or_sw,開閉所,八森,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20070,440.28,219.24,1,substation_or_sw,変電所,鷹巣,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20071,444.48,229.08,1,substation_or_sw,変電所,鷹巣,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20072,330.24,504.12,1,substation_or_sw,開閉所,飯島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20073,362.7,505.56,2,junction,,秋田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20074,471.68,370.96,4,substation_or_sw,1次変電所,小又川,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20075,416.76,226.92,1,junction,,鷹巣,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20076,298.08,545.84,3,substation_or_sw,開閉所,八橋,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20077,280.02,495.36,2,generator,発電所,飯島,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20078,375.84,859.56,1,generator,発電所,(330619),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20079,373.72,841.92,3,substation_or_sw,変電所,(330619),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20080,359.4,836.28,1,junction,,(330617,True,S,PQ,0.0,0.0,0.0,0.0,1.0,03
20081,361.32,188.16,1,generator,発電所,(330211),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20082,353.64,242.64,1,junction,,能代,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20083,521.664,266.76,1,substation_or_sw,変電所,大館,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20084,544.68,252.48,1,junction,,大館,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20085,657.6,188.76,1,generator,発電所,(330103),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20086,298.8,354.84,1,junction,,(330301),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20087,303.24,417.84,1,substation_or_sw,変電所,八郎潟,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20088,319.08,417.84,1,junction,,八郎潟,True,unknown,PQ,0.0,0.0,0.0,0.0,1.0,03
20089,212.4,396.48,1,substation_or_sw,変電所,(330311）,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20090,302.52,703.68,1,substation_or_sw,変電所,(330501),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20091,322.2,701.64,1,substation_or_sw,開閉所,岩谷,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20092,242.4,849.96,3,junction,,(330606),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20093,205.84,848.04,3,generator,発電所,(330611),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20094,390.36,847.68,1,generator,発電所,(330619),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20095,341.52,870.96,1,generator,発電所,(330618),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20096,624.12,590.88,1,generator,発電所,(330801),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20097,679.2,533.04,1,junction,,(330808),True,E,PQ,0.0,0.0,0.0,0.0,1.0,03
20098,606.576,546.528,3,generator,発電所,（330806),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20099,427.92,605.88,1,junction,,(330506),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20100,468.96,532.8,1,generator,発電所,(330507),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20101,319.56,608.22,0,substation_or_sw,変電所,牛島,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20102,560.16,820.2,1,substation_or_sw,1次変電所,羽後増田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20103,546.64,802.72,3,substation_or_sw,1次変電所,羽後増田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20104,294.48,631.32,1,substation_or_sw,変電所,牛島,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20105,525.12,822.84,1,substation_or_sw,1次変電所,羽後増田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20106,515.16,817.44,1,substation_or_sw,変電所,羽後,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20107,168.84,428.16,3,substation_or_sw,1次変電所,船川,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20108,305.44,521.92,3,generator,発電所,土崎,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20109,259.56,511.92,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20110,277.14,576.84,2,substation_or_sw,開閉所,大川反,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20111,359.52,642.96,1,junction,,川添,True,unknown,PQ,0.0,0.0,0.0,0.0,1.0,03
20112,345.72,645.48,2,substation_or_sw,1次変電所,川添,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20113,490.8,664.56,1,substation_or_sw,開閉所,刈和野,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20114,543.96,661.02,2,substation_or_sw,開閉所,大仙,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20115,567.36,625.56,1,junction,,(330805),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20116,554.16,622.08,1,substation_or_sw,開閉所,角館,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20117,593.88,682.08,1,substation_or_sw,開閉所,千畑,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20118,541.92,704.1,2,junction,,大曲,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20119,511.2,702.72,1,substation_or_sw,変電所,大曲,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20120,313.08,736.8,1,junction,,(330605),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20121,194.88,805.08,1,substation_or_sw,変電所,(330620),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20122,231.12,812.82,2,junction,,由利,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20123,216.36,407.58,0,generator,発電所,(330311）,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20124,269.64,643.32,1,generator,発電所,新屋,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20125,299.88,643.32,1,generator,発電所,羽川,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20126,148.92,521.88,1,substation_or_sw,変電所,(330401),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20127,173.76,575.52,1,junction,,(330402),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20128,151.6,482.72,1,generator,発電所,(330404),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20129,128.04,547.2,1,substation_or_sw,変電所,(330402),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20130,163.04,547.52,3,substation_or_sw,開閉所,(330401),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20131,175.8,543.0,1,generator,発電所,(330401),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20132,183.6,552.84,1,substation_or_sw,変電所,(330401),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20133,165.72,567.72,1,substation_or_sw,開閉所,(330402),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20134,119.52,513.96,1,generator,発電所,(330408),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20135,136.68,521.04,1,junction,,(330408),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20136,403.56,614.64,1,generator,発電所,(330506),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20137,150.6,618.72,1,substation_or_sw,変電所,牛島,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20138,133.44,624.24,1,junction,,牛島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20139,106.2,639.12,1,substation_or_sw,変電所,新屋,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20140,209.28,652.92,1,junction,,,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20141,151.8,657.48,1,junction,,牛島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20142,155.34,681.0,2,substation_or_sw,変電所,(330406),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20143,127.4,610.88,3,junction,,牛島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20144,146.64,607.2,1,substation_or_sw,変電所,牛島,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20145,192.36,626.64,1,junction,,牛島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20146,192.84,636.96,1,substation_or_sw,変電所,牛島,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20147,136.32,672.24,2,substation_or_sw,変電所,(330407),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20148,156.463,635.743,3,substation_or_sw,開閉所,牛島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20149,203.64,624.12,1,junction,,牛島,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20150,125.52,697.8,1,generator,発電所,(330407),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20151,114.24,696.24,1,generator,発電所,(330405),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20152,138.6,696.24,1,generator,発電所,(330406),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20153,105.0,666.0,1,substation_or_sw,開閉所,新屋,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20154,326.4,690.72,1,junction,,(330501),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20155,268.59,684.63,2,generator,発電所,(330503),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20156,276.12,625.56,1,substation_or_sw,開閉所,新屋,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20157,254.52,432.6,1,junction,,(330304),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20158,248.4,441.84,1,generator,発電所,(330304),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20159,260.88,277.08,1,generator,発電所,(330207),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20160,206.64,791.76,1,generator,発電所,(330620),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20161,260.64,816.12,1,generator,発電所,(330623),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20162,149.16,559.2,1,generator,発電所,(330402),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20163,188.88,827.52,1,substation_or_sw,開閉所,象潟,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20164,492.84,371.64,1,generator,発電所,(330109),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20165,268.8,534.48,1,generator,発電所,八橋,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20166,336.0,382.56,1,substation_or_sw,開閉所,八郎潟,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20167,569.76,139.2,1,junction,,,True,N,PQ,0.0,0.0,0.0,0.0,1.0,03
20168,563.4,210.72,1,junction,,釈迦内,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20169,297.48,302.16,1,generator,発電所,(330204),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20170,234.72,415.56,1,generator,発電所,(330303),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20171,492.48,621.6,1,generator,発電所,(330804),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20172,486.24,607.92,1,junction,,(330804),True,unknown,PQ,0.0,0.0,0.0,0.0,1.0,03
20173,587.16,939.72,1,generator,発電所,(330701),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20174,306.72,239.76,1,generator,発電所,(330210),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20175,306.72,251.52,1,junction,,(330210),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20176,269.64,493.56,1,generator,発電所,(330304),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20177,280.68,817.32,1,junction,,(330610),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20178,286.32,805.08,1,generator,発電所,(330609),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20179,290.64,370.44,1,generator,発電所,(330301),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20180,303.24,369.84,1,junction,,(330301),True,unknown,PQ,0.0,0.0,0.0,0.0,1.0,03
20181,247.08,779.76,1,generator,発電所,由利,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20182,208.68,780.72,1,generator,発電所,平沢,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20183,520.56,801.12,1,junction,,羽後増田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20184,528.96,457.68,1,junction,,(330107),True,unknown,PQ,0.0,0.0,0.0,0.0,1.0,03
20185,544.04,454.2,1,generator,発電所,楢森,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20186,480.48,221.88,1,substation_or_sw,開閉所,岩瀬,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20187,492.48,218.16,1,substation_or_sw,変電所,岩瀬,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20188,659.44,275.24,3,substation_or_sw,1次変電所,花輪,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20189,646.44,373.2,1,generator,発電所,(330112),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20190,657.96,296.88,1,junction,,花輪,True,E/N,PQ,0.0,0.0,0.0,0.0,1.0,03
20191,665.52,316.2,1,generator,発電所,(330111),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20192,310.76,576.32,3,substation_or_sw,開閉所,中央,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20193,338.32,581.84,3,substation_or_sw,開閉所,南通,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20194,332.52,559.08,1,substation_or_sw,開閉所,広小路,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20195,323.16,266.64,1,substation_or_sw,変電所,能代,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20196,118.56,585.24,1,junction,,(330402),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20197,102.24,409.26,2,substation_or_sw,開閉所,男鹿(配),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20198,120.36,405.6,1,generator,発電所,(330307),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20199,555.6,699.6,1,substation_or_sw,変電所,美入野,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20200,557.76,709.56,1,substation_or_sw,変電所,美入野,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20201,260.64,697.08,1,generator,発電所,岩城亀田,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20202,289.92,782.52,1,generator,発電所,(330602),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20203,248.88,180.12,1,generator,発電所,八森,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20204,366.48,892.2,1,generator,発電所,(330616),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20205,687.48,323.76,1,generator,発電所,(330114),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20206,661.08,337.2,1,generator,発電所,(330111),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20207,669.24,354.96,1,generator,発電所,(330115),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20208,180.96,846.96,1,generator,発電所,象潟,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20209,142.68,449.34,2,substation_or_sw,変電所,(330306),False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20210,307.08,511.44,1,substation_or_sw,1次変電所,土崎,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20211,543.6,937.32,1,generator,発電所,(330702),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20212,266.76,848.34,2,generator,発電所,(330606),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20213,136.68,459.72,1,generator,発電所,(330306),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20214,285.72,273.42,2,junction,,能代東,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20215,606.0,820.74,2,substation_or_sw,開閉所,東成瀬,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20216,605.04,806.52,1,generator,発電所,(330710),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20217,692.16,211.08,1,substation_or_sw,開閉所,(330105),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20218,700.2,221.76,1,generator,発電所,(330105),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20219,762.24,146.52,1,generator,発電所,(330106),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20220,739.68,154.44,1,junction,,(330106),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20221,269.76,751.8,0,generator,発電所,(330603),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20222,295.92,660.24,1,substation_or_sw,開閉所,羽川,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20223,285.96,851.16,1,generator,発電所,(330607),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20224,307.08,658.92,1,substation_or_sw,開閉所,(330501),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20225,310.44,669.48,1,generator,発電所,(330501),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20226,449.04,405.84,1,substation_or_sw,開閉所,阿仁,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20227,588.57,888.718,3,substation_or_sw,開閉所,(330709),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20228,602.58,878.1,1,generator,発電所,(330709),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20229,574.8,808.56,3,junction,,羽後増田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20230,576.72,796.38,1,substation_or_sw,1次変電所,羽後増田,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20231,714.35,165.9,0,substation_or_sw,変電所,,False,,PQ,4.0,1.9373,0.0,0.0,1.0,03
20232,662.926,259.443,3,junction,,花輪,False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20233,685.68,263.4,1,generator,発電所,(330102),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20234,237.96,297.72,3,junction,,(330207),False,,PQ,0.0,0.0,0.0,0.0,1.0,03
20235,223.92,314.52,1,generator,発電所,(330201),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20236,234.9,285.18,1,generator,発電所,(330207),False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20237,304.44,642.96,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20238,253.02,778.74,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20239,232.32,746.16,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20240,153.54,476.52,1,generator,発電所,,False,,PQ,0.0,0.0,5.0,2.4216,1.0,03
20241,277.89,479.83000000000004,1,source,上位系統電源,土崎_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20242,471.68,330.96,1,source,上位系統電源,小又川_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20243,345.72,605.48,1,source,上位系統電源,川添_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20244,272.784,689.84,1,source,上位系統電源,本荘_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20245,538.32,853.52,1,source,上位系統電源,横堀_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20246,654.24,199.6,1,source,上位系統電源,毛馬内_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20247,546.64,762.72,1,source,上位系統電源,羽後増田_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20248,269.56,228.45999999999998,1,source,上位系統電源,能代東_SRC,False,,PV,0.0,0.0,0.0,0.0,1.05,03
20249,168.84,388.16,1,source,上位系統電源,船川_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
20250,659.44,235.24,1,source,上位系統電源,花輪_SRC,False,,PV,0.0,0.0,16.0,7.7492,1.05,03
30000,398.469,637.269,3,substation_or_sw,変電所,利府,False,,PQ,4.0,1.9373,0.0,0.0,1.0,04
30001,311.66,700.02,4,substation_or_sw,開閉所,勾当台,False,,PQ,0.0,0.0,0.0,0.0,1.0,04
30002,315.192,761.672,5,substation_or_sw,開閉所,土樋,False,,PQ,0.0,0.0,0.0,0.0,1.0,04
30003,286.86,781.14,2,substation_or_sw,開閉所,八木山,False,,PQ,0.0,0.0,0.0,0.0,1.0,04
30004,376.663,800.366,7,substation_or_sw,開閉所,南仙台,False,,PQ,0.0,0.0,0.0,0.0,1.0,04
30005,589.68,819.12,2,substation_or_sw,開閉所,八木山,False,,PQ,0.0,0.0,0.0,0.0,1.0,04
